#3x3
-0.4,-0.2,0.6,-4.8
0.0,-0.4,0.5,-0.9
0.8,0.5,-0.1,-1.2
#4x4
-0.2,-0.9,0.5,0.1,-5.6
0.6,0.7,0.9,0.4,12.1
0.8,0.6,0.6,-0.1,9.1
0.8,-0.7,-0.2,-0.3,-0.9
#10x10
-0.8,-0.3,0.2,0.8,-0.9,0.4,0.8,0.4,-0.1,0.2,9.4
-0.2,0.9,0.1,0.1,-0.1,-0.8,-0.8,-0.9,0.5,0.7,5.0
0.5,-0.4,0.0,0.4,0.2,0.3,-0.5,0.4,0.9,0.6,1.2
-0.1,-0.6,0.2,0.4,-0.3,-0.1,-0.4,0.1,0.0,-0.8,-0.8
-0.7,0.6,0.4,-0.5,-0.2,0.2,0.7,-0.8,0.1,-0.9,6.1
0.4,0.8,0.2,-0.6,-0.3,0.0,-0.3,0.6,-0.3,-0.5,-3.8
0.4,-0.3,0.7,-0.6,-0.5,0.0,-0.9,0.4,0.1,0.1,7.9
0.8,0.2,-0.1,-0.8,-0.8,0.7,-0.4,-0.9,0.8,0.2,18.9
-0.6,0.9,-0.8,-0.7,0.5,-0.9,-0.8,0.9,0.3,0.9,-18.6
-0.5,0.7,0.8,-0.7,-0.4,-0.5,0.0,0.0,0.1,-0.1,5.1
#100x100
-0.7,-0.1,0.8,0.7,-0.3,0.9,-0.9,-0.2,-0.3,0.8,-0.9,0.2,0.7,-0.4,0.6,0.2,0.4,0.6,-0.2,0.1,-0.3,-0.9,-0.8,-0.3,-0.1,0.9,0.0,-0.4,0.8,0.2,0.2,-0.3,0.8,0.3,0.7,-0.4,0.0,-0.4,0.3,0.3,-0.1,-0.3,0.2,-0.7,0.1,-0.6,0.4,0.7,0.3,-0.4,-0.7,0.1,-0.4,-0.9,-0.4,-0.5,-0.8,0.1,-0.5,-0.1,-0.3,-0.1,-0.1,0.6,-0.2,0.0,-0.5,0.4,-0.1,0.4,0.7,-0.1,-0.6,0.3,-0.5,-0.4,0.8,0.6,0.5,0.5,-0.7,0.7,0.9,-0.6,-0.1,0.3,-0.1,0.1,-0.7,0.0,-0.2,-0.6,-0.3,0.5,0.4,-0.1,0.2,0.2,0.7,-0.2,-20.2
0.9,0.2,-0.8,-0.7,-0.6,-0.4,-0.8,-0.4,-0.8,0.6,0.5,-0.7,0.6,0.4,-0.4,-0.4,-0.7,-0.9,-0.6,0.0,-0.7,-0.3,-0.3,0.6,0.4,-0.5,0.2,0.0,-0.4,0.1,-0.7,0.5,-0.3,0.5,-0.8,-0.3,-0.5,0.4,-0.6,0.8,-0.1,-0.5,0.3,-0.6,0.4,-0.9,0.6,-0.9,-0.3,0.1,-0.5,-0.4,0.8,-0.8,-0.8,0.0,0.9,0.1,0.8,0.9,-0.2,-0.1,-0.8,0.1,0.7,0.7,0.6,0.7,0.9,0.3,0.5,0.7,-0.5,0.2,-0.7,-0.7,0.5,-0.4,0.6,0.9,-0.7,-0.3,-0.9,0.8,-0.7,0.9,-0.1,-0.5,0.8,0.4,0.5,-0.8,-0.2,-0.9,0.3,-0.2,-0.7,0.3,0.3,0.9,0.9
-0.6,0.0,0.7,-0.2,0.8,-0.1,0.0,0.5,0.0,-0.8,-0.9,0.4,-0.1,0.0,-0.7,0.9,-0.8,0.2,0.6,0.6,-0.3,0.2,-0.6,-0.6,0.9,0.7,-0.4,-0.9,-0.8,0.3,0.1,-0.7,-0.1,-0.2,0.1,0.3,0.4,0.3,-0.9,-0.8,0.1,0.6,0.8,-0.1,-0.4,0.6,0.9,0.3,0.4,0.4,0.9,0.1,-0.9,0.0,-0.3,-0.8,-0.4,-0.4,-0.2,0.1,0.7,0.7,-0.7,-0.4,-0.2,0.3,0.4,-0.7,-0.7,-0.2,-0.8,-0.5,0.5,0.3,0.5,-0.2,0.0,-0.9,0.5,-0.9,-0.7,-0.3,-0.4,0.6,0.3,0.8,-0.2,0.7,0.7,0.9,-0.1,0.0,-0.5,-0.1,-0.7,0.9,0.8,0.5,-0.9,-0.7,-38.6
0.9,-0.8,0.4,-0.5,0.8,0.1,0.4,0.6,-0.2,0.4,0.8,0.1,-0.5,-0.2,0.9,-0.7,-0.5,0.0,-0.4,0.7,-0.1,0.1,-0.4,0.1,-0.1,0.1,0.0,-0.7,-0.1,-0.8,-0.4,0.2,-0.1,0.2,-0.5,0.4,0.8,-0.6,0.4,0.2,0.2,0.8,-0.1,-0.2,-0.5,-0.6,0.1,-0.5,0.4,0.4,-0.5,0.5,0.6,-0.9,0.5,0.3,0.3,-0.8,-0.4,-0.1,-0.7,-0.1,-0.3,0.3,0.5,-0.6,-0.5,-0.9,0.2,0.9,-0.6,0.5,0.1,0.9,-0.6,-0.2,0.6,-0.4,-0.9,-0.6,0.0,0.2,-0.5,0.4,0.2,-0.4,0.0,0.0,0.8,0.8,0.4,0.6,0.6,0.2,0.0,-0.9,0.5,-0.5,0.5,0.0,-1.0
-0.6,0.3,0.1,0.6,0.7,0.2,0.7,0.1,0.8,0.7,-0.1,-0.3,0.1,-0.6,-0.7,-0.4,0.6,0.2,0.7,-0.5,0.6,0.4,-0.3,-0.6,-0.8,0.8,-0.1,-0.5,0.6,-0.2,0.6,0.7,-0.5,-0.3,-0.1,-0.6,-0.5,-0.3,0.2,0.2,-0.9,0.1,-0.7,-0.1,0.5,0.9,0.2,0.8,-0.4,0.3,-0.9,-0.7,-0.4,-0.5,-0.3,0.7,0.1,-0.9,-0.9,-0.2,-0.3,0.4,0.7,-0.1,-0.8,0.4,-0.3,0.8,0.9,-0.3,0.7,-0.1,-0.2,-0.7,0.2,0.2,-0.8,0.2,0.7,-0.2,-0.4,0.9,0.1,-0.4,-0.3,0.4,0.7,-0.2,0.5,-0.5,0.2,0.0,0.8,0.9,-0.1,0.5,0.1,-0.9,-0.3,0.2,4.6
-0.8,0.1,0.8,0.4,0.5,-0.1,0.7,-0.7,0.3,-0.8,0.8,0.3,-0.5,-0.2,0.2,-0.9,-0.8,0.8,0.7,0.1,0.5,0.0,-0.8,-0.6,0.0,-0.7,-0.3,-0.2,0.5,0.7,0.1,0.7,0.3,-0.5,0.4,0.1,0.7,0.7,-0.3,0.6,0.6,0.2,0.3,0.7,0.9,-0.2,0.4,0.1,-0.1,0.4,0.2,0.9,-0.9,0.2,-0.5,0.6,-0.7,0.3,0.7,-0.7,-0.7,0.7,0.2,-0.7,0.8,-0.5,-0.1,0.0,-0.8,-0.2,0.6,0.0,-0.6,-0.8,-0.7,0.0,0.8,0.5,0.9,-0.2,0.6,-0.9,-0.2,0.0,0.3,0.1,-0.2,0.2,0.3,-0.2,-0.7,0.4,0.7,-0.7,0.2,0.7,0.6,-0.5,0.2,0.1,-5.8
0.0,0.5,0.1,0.8,-0.3,-0.8,-0.6,-0.7,-0.3,-0.3,0.0,-0.5,-0.6,0.6,0.6,0.6,0.1,0.7,0.1,0.6,-0.2,0.1,-0.6,-0.3,-0.7,0.0,0.3,-0.2,-0.5,-0.7,0.7,0.4,0.1,-0.1,-0.5,0.7,0.8,-0.2,0.3,0.1,0.9,-0.8,0.8,-0.7,-0.4,0.4,-0.6,0.2,0.1,-0.2,0.3,0.2,-0.7,-0.3,-0.6,0.0,0.1,0.3,0.6,0.5,0.5,0.1,-0.4,0.3,-0.6,0.5,-0.4,-0.4,-0.6,0.8,0.7,0.7,-0.9,0.0,-0.2,-0.6,-0.8,-0.9,0.8,0.8,0.5,-0.1,-0.6,0.1,-0.7,0.5,-0.1,0.6,0.0,0.5,-0.9,-0.9,-0.8,0.8,-0.5,0.3,-0.5,0.4,0.6,-0.6,-21.8
0.1,0.9,-0.6,0.5,0.0,0.9,0.7,0.5,0.0,0.2,-0.9,-0.4,-0.7,-0.8,-0.9,-0.9,-0.2,0.4,0.3,0.9,0.0,-0.4,0.7,0.0,0.3,0.0,0.8,0.1,-0.9,0.3,0.7,0.9,-0.9,-0.9,-0.1,-0.4,0.6,0.6,0.9,0.4,0.8,-0.9,0.2,-0.9,-0.1,0.3,0.8,0.0,-0.1,0.4,0.0,-0.2,0.2,0.5,0.7,-0.6,0.6,0.5,-0.4,0.3,0.5,0.7,-0.9,0.1,0.6,0.6,-0.3,0.4,0.8,0.0,0.8,-0.2,-0.2,0.1,0.4,-0.8,0.7,-0.1,0.4,0.1,0.3,-0.5,0.0,0.9,0.7,0.1,0.8,-0.9,-0.3,0.8,0.8,-0.9,0.1,0.8,-0.3,0.2,-0.3,-0.5,0.9,0.3,-22.1
-0.7,0.6,0.2,0.8,-0.2,-0.9,0.4,0.9,0.0,0.1,0.8,-0.1,0.4,0.4,-0.5,-0.5,-0.4,-0.2,0.9,-0.2,-0.7,0.1,-0.3,0.0,0.0,0.9,-0.4,0.5,-0.4,0.0,-0.8,0.0,0.6,0.0,0.3,0.2,0.1,0.1,0.7,0.2,0.8,-0.9,0.9,-0.1,0.4,-0.9,0.7,0.8,0.2,-0.7,-0.7,-0.5,0.8,-0.2,0.0,0.3,-0.4,0.7,-0.4,-0.7,0.2,-0.7,0.4,0.8,-0.6,-0.6,0.6,-0.5,-0.5,0.5,0.2,-0.9,-0.4,0.8,0.2,-0.9,-0.8,-0.3,-0.9,0.8,-0.8,0.4,0.5,0.1,0.8,-0.2,0.9,-0.9,-0.7,-0.1,0.6,-0.8,0.0,0.7,-0.5,-0.3,0.2,0.9,-0.3,-0.4,-0.5
0.1,-0.2,0.3,-0.1,-0.1,0.2,-0.2,0.1,0.0,-0.7,0.9,0.4,0.9,-0.4,-0.5,-0.8,-0.6,0.0,0.9,0.8,0.2,-0.4,0.7,-0.2,-0.9,-0.4,0.0,0.9,-0.5,-0.8,0.2,-0.7,-0.6,-0.2,0.4,-0.4,-0.4,0.6,-0.8,-0.8,-0.7,0.4,-0.9,-0.3,0.7,-0.9,0.9,-0.3,-0.1,0.4,-0.8,0.9,-0.2,0.4,0.3,-0.5,0.8,0.3,-0.7,-0.5,-0.6,0.6,0.1,-0.6,0.5,-0.3,0.9,-0.3,0.1,-0.5,0.0,0.5,0.9,0.8,-0.7,0.4,-0.6,-0.7,0.0,0.0,0.0,0.1,0.5,0.3,-0.7,0.3,0.6,0.9,0.0,0.7,0.7,-0.4,0.1,-0.2,0.2,0.4,-0.2,-0.7,-0.1,0.9,-43.2
